REF_AREA,REF_AREA_LABEL,FREQ,FREQ_LABEL,MEASURE,MEASURE_LABEL,SEX,SEX_LABEL,OC2,OC2_LABEL,TIME_PERIOD,VALUE
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_51,51 - Personal service workers,2024,96.229
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_52,52 - Sales workers,2024,76.899
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_53,53 - Personal care workers,2024,14.598
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_54,54 - Protective services workers,2024,18.869
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_61,61 - Market-oriented skilled agricultural workers,2024,14.673
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_62,"62 - Market-oriented skilled forestry, fishery and hunting workers",2024,3.233
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_71,"71 - Building and related trades workers, excluding electricians",2024,139.044
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_72,"72 - Metal, machinery and related trades workers",2024,152.172
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_73,73 - Handicraft and printing workers,2024,8.38
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_74,74 - Electrical and electronic trades workers,2024,66.129
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_75,"75 - Food processing, wood working, garment and other craft and related trades workers",2024,32.943
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_81,81 - Stationary plant and machine operators,2024,42.537
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_82,82 - Assemblers,2024,12.286
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_83,83 - Drivers and mobile plant operators,2024,134.184
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_91,91 - Cleaners and helpers,2024,15.009
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_92,"92 - Agricultural, forestry and fishery labourers",2024,2.249
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_93,"93 - Labourers in mining, construction, manufacturing and transport",2024,92.206
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_94,94 - Food preparation assistants,2024,11.527
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_95,95 - Street and related sales and service workers,2024,0.582
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_96,96 - Refuse workers and other elementary workers,2024,12.406
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_TOTAL,Total,2024,1865.507
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_01,01 - Commissioned armed forces officers,2024,
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_02,02 - Non-commissioned armed forces officers,2024,
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_03,"03 - Armed forces occupations, other ranks",2024,
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_11,"11 - Chief executives, senior officials and legislators",2024,6.596
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_12,12 - Administrative and commercial managers,2024,34.288
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_13,13 - Production and specialised services managers,2024,21.851
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_14,"14 - Hospitality, retail and other services managers",2024,8.223
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_21,21 - Science and engineering professionals,2024,38.807
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_22,22 - Health professionals,2024,118.646
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_23,23 - Teaching professionals,2024,147.681
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_24,24 - Business and administration professionals,2024,65.146
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_25,25 - Information and communications technology professionals,2024,21.016
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_26,"26 - Legal, social and cultural professionals",2024,56.007
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_31,31 - Science and engineering associate professionals,2024,26.032
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_32,32 - Health associate professionals,2024,45.757
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_33,33 - Business and administration associate professionals,2024,204.24
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_34,"34 - Legal, social, cultural and related associate professionals",2024,47.364
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_35,35 - Information and communications technicians,2024,5.398
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_41,41 - General and keyboard clerks,2024,157.171
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_42,42 - Customer services clerks,2024,46.367
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_43,43 - Numerical and material recording clerks,2024,64.974
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_44,44 - Other clerical support workers,2024,11.805
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_51,51 - Personal service workers,2024,113.675
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_52,52 - Sales workers,2024,209.184
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_53,53 - Personal care workers,2024,134.331
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_54,54 - Protective services workers,2024,5.014
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_61,61 - Market-oriented skilled agricultural workers,2024,8.854
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_62,"62 - Market-oriented skilled forestry, fishery and hunting workers",2024,0.0
AUT,Austria,A,Annual,EES_TEES_NB,Employees,SEX_F,Female,OC2_ISCO08_71,"71 - Building and related trades workers, excluding electricians",2024,5.416
